"TOA5","Compass_OWC_W_321","CR1000X","28729","CR1000X.Std.05.01","CPU:COMPASS_v3.CR1X","57162","ClimaVue50_24hr"
"TIMESTAMP","RECORD","BattV_Min","Rain_mm_Tot","SlrFD_W_Avg","SlrTF_MJ_Tot","WS_ms_WVc(1)","WS_ms_WVc(2)","WS_ms_S_WVT","MaxWS_ms_Max","MaxWS_ms_TMx","AirT_C_Avg","AirT_C_Max","AirT_C_TMx","AirT_C_Min","AirT_C_TMn","VP_mbar_Avg","BP_mbar_Max","BP_mbar_TMx","BP_mbar_Min","BP_mbar_TMn","RH_Max","RH_Min","RHT_C_Max","RHT_C_Min","TiltNS_deg_Max","TiltNS_deg_TMx","TiltNS_deg_Min","TiltNS_deg_TMn","TiltWE_deg_Max","TiltWE_deg_TMx","TiltWE_deg_Min","PAR_Den_C_Avg","PAR_Tot_C_Tot","CVMeta"
"2022-07-25 00:00:00",26,11.57,1.598,105.4,0.758975,0.843,176.2,0,6.8,"2022-07-24 21:54:00",24.53,29.2,"2022-07-24 15:35:00",20.2,"2022-07-24 04:58:00",28.26861,995.2,"2022-07-24 00:28:00",990.1,"2022-07-24 17:28:00",100,74.1,30,20.1,0.9,"2022-07-24 16:51:00",-1.3,"2022-07-24 21:41:00",1.9,"2022-07-24 16:51:00",-0.9,124.1,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-26 00:00:00",27,11.56,0.323,168.7,1.214815,0.826,153.1,0,5.85,"2022-07-25 06:36:00",21.85,24.3,"2022-07-25 14:43:00",18.2,"2022-07-25 23:56:00",21.66813,997.3,"2022-07-25 23:29:00",990.2,"2022-07-25 00:02:00",100,56,28.5,18.4,0.4,"2022-07-25 06:42:00",-1.5,"2022-07-25 07:00:00",1.5,"2022-07-25 06:44:00",-0.9,191.7,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-27 00:00:00",28,11.59,0.136,144,1.036695,0.679,187.8,0,5.15,"2022-07-26 14:58:00",20.52,25.5,"2022-07-26 14:35:00",17.1,"2022-07-26 03:15:00",19.13653,997.2,"2022-07-26 00:01:00",994.2,"2022-07-26 20:01:00",95.3,55.1,27.3,17.2,0.3,"2022-07-26 15:00:00",-1.3,"2022-07-26 12:40:00",1.3,"2022-07-26 11:42:00",-0.1,162.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-28 00:00:00",29,11.56,0.306,65.47,0.471385,0.624,154.6,0,4.21,"2022-07-27 15:56:00",21.41,25.7,"2022-07-27 16:52:00",17.7,"2022-07-27 04:26:00",24.57715,995.3,"2022-07-27 00:14:00",989.8,"2022-07-27 18:13:00",100,85.9,26.3,17.5,0.2,"2022-07-27 15:56:00",-1.2,"2022-07-27 16:27:00",1.2,"2022-07-27 14:52:00",-0.8,76.97,6650,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-29 00:00:00",30,11.54,0.442,149.9,1.079475,1.033,212.4,0,6.25,"2022-07-28 16:15:00",23.51,28.1,"2022-07-28 16:12:00",20.2,"2022-07-28 23:04:00",24.02139,993.3,"2022-07-28 23:36:00",989.4,"2022-07-28 04:20:00",100,55.4,30,20.1,0.6,"2022-07-28 16:15:00",-1.7,"2022-07-28 16:24:00",2,"2022-07-28 16:27:00",-0.6,178.5,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-30 00:00:00",31,10.61,0.17,154.2,1.11045,0.593,159.7,0,4.23,"2022-07-29 20:13:00",20.9,25.5,"2022-07-29 12:20:00",17.5,"2022-07-29 23:30:00",19.66389,998.5,"2022-07-29 23:57:00",993.1,"2022-07-29 00:14:00",94.3,59.3,28.9,17.3,-0.3,"2022-07-29 09:04:00",-1.2,"2022-07-29 09:12:00",1.1,"2022-07-29 10:37:00",-0.3,179.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-31 00:00:00",32,11.55,0.238,167.2,1.203645,0.503,175.1,0,3.12,"2022-07-30 08:45:00",19.83,25.2,"2022-07-30 10:42:00",15.3,"2022-07-30 05:05:00",18.55222,1002.9,"2022-07-30 12:34:00",998.4,"2022-07-30 00:05:00",96.8,59,30.2,15.1,-0.2,"2022-07-30 08:48:00",-1.1,"2022-07-30 10:19:00",0.8,"2022-07-30 10:58:00",0.1,183.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-01 00:00:00",33,11.57,0.459,140.2,1.00925,0.459,146.1,0,3.5,"2022-07-31 11:34:00",21.25,27.7,"2022-07-31 12:05:00",16.8,"2022-07-31 04:34:00",21.04923,1002.2,"2022-07-31 00:01:00",996,"2022-07-31 22:45:00",94.7,57.1,31.6,16.6,-0.4,"2022-07-31 15:40:00",-1,"2022-07-31 10:03:00",0.7,"2022-07-31 04:38:00",0.1,158.6,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-02 00:00:00",34,11.53,0.153,126.5,0.91044,0.669,154.1,0,5.06,"2022-08-01 17:41:00",22.48,28,"2022-08-01 17:07:00",18.2,"2022-08-01 03:52:00",24.18417,996.2,"2022-08-01 00:06:00",988.7,"2022-08-01 16:46:00",99.9,66.4,30.1,17.9,0.1,"2022-08-01 13:25:00",-1.3,"2022-08-01 18:10:00",1.4,"2022-08-01 19:00:00",-0.8,147.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-03 00:00:00",35,11.53,0.119,152.3,1.096765,0.669,143,0,3.63,"2022-08-02 11:43:00",21.24,25.6,"2022-08-02 12:44:00",18.4,"2022-08-02 05:50:00",22.46396,995.5,"2022-08-02 11:46:00",991.1,"2022-08-02 00:01:00",100,68.7,29,18.3,-0.1,"2022-08-02 11:49:00",-1.1,"2022-08-02 10:17:00",1.1,"2022-08-02 11:44:00",-0.1,177.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-04 00:00:00",36,11.52,0.153,134.8,0.97087,0.722,147.2,0,8.5,"2022-08-03 20:12:00",24.2,31.2,"2022-08-03 13:43:00",18.4,"2022-08-03 05:30:00",26.25778,994.9,"2022-08-03 00:01:00",989.9,"2022-08-03 15:46:00",98.9,66.3,32.9,18.2,0.1,"2022-08-03 20:23:00",-2,"2022-08-03 20:13:00",1.4,"2022-08-03 20:13:00",-1.1,154.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-05 00:00:00",37,11.49,0.153,63.36,0.45617,0.682,152,0,1.75,"2022-08-04 09:03:00",23.05,26,"2022-08-04 15:46:00",21.6,"2022-08-04 03:01:00",27.2991,998,"2022-08-04 23:58:00",993.2,"2022-08-04 00:44:00",100,90.1,27.1,21.5,4.3,"2022-08-04 15:16:00",-0.9,"2022-08-04 00:48:00",0.9,"2022-08-04 07:51:00",-6.1,73.83,6379,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-06 00:00:00",38,11.36,0.306,117.4,0.8454549,0.649,142.9,0,3.08,"2022-08-05 14:10:00",23.43,28.4,"2022-08-05 12:13:00",21.3,"2022-08-05 23:49:00",27.34548,1000.1,"2022-08-05 14:12:00",997.3,"2022-08-05 01:48:00",100,77.6,32.7,21.2,-0.3,"2022-08-05 08:31:00",-1,"2022-08-05 14:13:00",0.8,"2022-08-05 10:36:00",-0.1,139.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-07 00:00:00",39,11.45,0.612,118.3,0.85201,0.718,146.8,0,4.22,"2022-08-06 11:44:00",24.34,29.4,"2022-08-06 15:29:00",20.9,"2022-08-06 05:17:00",28.06715,1000.8,"2022-08-06 06:40:00",997.6,"2022-08-06 17:57:00",100,72,31.7,20.8,-0.3,"2022-08-06 10:22:00",-1.1,"2022-08-06 11:44:00",0.9,"2022-08-06 12:21:00",0.1,141,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-08 00:00:00",40,11.51,0.544,137.2,0.9876599,0.726,146.2,0,4.12,"2022-08-07 15:27:00",25.36,31.3,"2022-08-07 12:39:00",21.7,"2022-08-07 05:34:00",30.03681,999.6,"2022-08-07 07:17:00",996,"2022-08-07 19:19:00",100,70,35,21.8,-0.3,"2022-08-07 07:52:00",-1,"2022-08-07 16:00:00",0.8,"2022-08-07 08:54:00",-0.1,161.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-09 00:00:00",41,11.5,0.187,74.84,0.53882,0.847,168.4,0,6.79,"2022-08-08 18:27:00",24.66,29.8,"2022-08-08 15:35:00",22.6,"2022-08-08 05:26:00",29.94743,996.6,"2022-08-08 00:01:00",990.4,"2022-08-08 16:43:00",100,76.9,30,22.5,0,"2022-08-08 18:31:00",-2,"2022-08-08 18:26:00",1.8,"2022-08-08 18:23:00",-0.5,86.8,7499,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-10 00:00:00",42,11.5,0.51,80.1,0.57705,0.599,143.9,0,3.94,"2022-08-09 00:51:00",19.62,23.5,"2022-08-09 00:02:00",16.9,"2022-08-09 23:51:00",21.72812,999.5,"2022-08-09 23:29:00",993.3,"2022-08-09 00:01:00",100,76.6,24,16.8,-0.4,"2022-08-09 00:12:00",-0.9,"2022-08-09 00:43:00",0.7,"2022-08-09 00:41:00",0.1,92.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-11 00:00:00",43,11.5,0.731,95.5,0.68787,0.53,144.7,0,2.38,"2022-08-10 09:03:00",20.13,24.2,"2022-08-10 13:39:00",16.9,"2022-08-10 00:01:00",20.70104,1000.8,"2022-08-10 10:18:00",997.6,"2022-08-10 18:21:00",100,69.1,27.5,16.6,-0.4,"2022-08-10 00:11:00",-1,"2022-08-10 11:21:00",0.8,"2022-08-10 14:33:00",-0.1,109.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-12 00:00:00",44,11.49,0.153,112.4,0.80913,0.47,143.9,0,3.07,"2022-08-11 13:56:00",20.45,23.8,"2022-08-11 11:58:00",17.3,"2022-08-11 01:25:00",18.50972,1001.3,"2022-08-11 23:59:00",997.1,"2022-08-11 03:12:00",99.4,57.1,28.4,17.1,-0.4,"2022-08-11 07:47:00",-1.1,"2022-08-11 16:06:00",0.8,"2022-08-11 16:06:00",0.1,122.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-13 00:00:00",45,11.48,0.136,143.4,1.032595,0.521,144.4,0,3.02,"2022-08-12 13:42:00",19.35,24.3,"2022-08-12 11:11:00",13.7,"2022-08-12 23:54:00",16.15389,1003.2,"2022-08-12 13:35:00",1000.7,"2022-08-12 03:53:00",94.5,46.6,29.6,13.6,-0.3,"2022-08-12 12:56:00",-1,"2022-08-12 04:49:00",0.7,"2022-08-12 00:03:00",0.1,159.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-14 00:00:00",46,11.5,0.153,88,0.633835,0.399,191,0,2.39,"2022-08-13 14:06:00",17.35,22.1,"2022-08-13 14:53:00",12.5,"2022-08-13 06:14:00",17.24924,1002.5,"2022-08-13 00:13:00",998.1,"2022-08-13 23:31:00",96.9,61.7,23.4,12.3,-0.4,"2022-08-13 05:50:00",-1,"2022-08-13 15:02:00",0.7,"2022-08-13 04:13:00",0.1,101.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-15 00:00:00",47,11.52,0.119,45.83,0.32998,0.333,160,0,2.25,"2022-08-14 10:46:00",18.46,21.2,"2022-08-14 17:44:00",16.6,"2022-08-14 05:45:00",19.14326,998.3,"2022-08-14 00:01:00",994.5,"2022-08-14 17:17:00",94.4,80.9,21.8,16.6,-0.4,"2022-08-14 11:32:00",-1,"2022-08-14 17:24:00",0.7,"2022-08-14 01:23:00",0.1,54.49,4708,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-16 00:00:00",48,11.47,0.119,136.1,0.9798149,0.513,144.4,0,4.87,"2022-08-15 19:30:00",20.88,26.2,"2022-08-15 11:41:00",16.1,"2022-08-15 04:59:00",20.70646,996.4,"2022-08-15 22:17:00",993.8,"2022-08-15 04:30:00",99.5,67.3,31.5,16,-0.4,"2022-08-15 01:39:00",-1.3,"2022-08-15 19:30:00",1,"2022-08-15 21:13:00",-0.1,157.2,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-17 00:00:00",49,11.5,0.102,111.5,0.8024949,0.545,141.8,0,3.96,"2022-08-16 17:17:00",20.03,24.1,"2022-08-16 10:13:00",15.4,"2022-08-16 05:32:00",19.24924,997.9,"2022-08-16 23:09:00",995.7,"2022-08-16 02:53:00",98.9,67.5,28.8,15.2,-0.2,"2022-08-16 16:29:00",-1,"2022-08-16 17:14:00",1.1,"2022-08-16 16:29:00",0,133.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-18 00:00:00",50,11.5,0.272,142.7,1.02725,0.39,147.4,0,2.13,"2022-08-17 14:04:00",19.88,25.4,"2022-08-17 12:00:00",16.3,"2022-08-17 01:47:00",20.12437,998.9,"2022-08-17 06:22:00",996.3,"2022-08-17 23:18:00",100,67.9,30.4,16.1,-0.4,"2022-08-17 02:04:00",-1.3,"2022-08-17 09:38:00",1.2,"2022-08-17 09:38:00",0.1,158.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-19 00:00:00",51,11.49,0.136,145.6,1.04839,0.516,217.2,0,2.83,"2022-08-18 09:46:00",19.98,25.4,"2022-08-18 13:04:00",15.7,"2022-08-18 05:42:00",19.67618,996.7,"2022-08-18 08:10:00",994.7,"2022-08-18 17:55:00",100,62.3,29.6,15.4,-0.4,"2022-08-18 07:54:00",-1.2,"2022-08-18 12:01:00",1.2,"2022-08-18 10:39:00",0.1,171,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-20 00:00:00",52,11.5,0.119,148.6,1.070215,0.46,175.7,0,2.93,"2022-08-19 12:57:00",21.12,28,"2022-08-19 12:16:00",16.1,"2022-08-19 04:46:00",20.5375,997.4,"2022-08-19 07:58:00",995.6,"2022-08-19 01:22:00",97.6,51.7,32.3,15.8,-0.3,"2022-08-19 12:59:00",-1,"2022-08-19 12:51:00",0.8,"2022-08-19 11:01:00",-0.2,176,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-21 00:00:00",53,11.49,0.119,77.73,0.559655,0.495,148.1,0,8.1,"2022-08-20 16:25:00",20.66,28.6,"2022-08-20 13:49:00",17.6,"2022-08-20 03:39:00",21.88708,998.2,"2022-08-20 07:32:00",995.5,"2022-08-20 21:04:00",98.6,58.5,30.2,17.3,0.5,"2022-08-20 16:35:00",-1.7,"2022-08-20 16:22:00",1.3,"2022-08-20 16:52:00",-0.5,90.4,7812,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-22 00:00:00",54,11.94,0.153,60.04,0.432295,0.473,153.1,0,2.37,"2022-08-21 08:15:00",19.9,24.5,"2022-08-21 14:21:00",17.8,"2022-08-21 00:01:00",22.71424,996.1,"2022-08-21 08:34:00",992,"2022-08-21 17:56:00",100,85.6,25.3,17.6,-0.3,"2022-08-21 08:16:00",-1,"2022-08-21 16:09:00",0.8,"2022-08-21 15:03:00",-0.4,70.21,6066,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-23 00:00:00",55,12.82,0.119,112.8,0.42472,1.281,229.5,0,6.56,"2022-08-22 12:23:00",22.01,24.2,"2022-08-22 16:40:00",20.4,"2022-08-22 21:23:00",23.24223,994.3,"2022-08-22 22:35:00",993,"2022-08-22 15:32:00",97.4,75.3,25.1,20.2,0.8,"2022-08-22 13:32:00",-1.6,"2022-08-22 12:55:00",1.8,"2022-08-22 14:29:00",-1.2,135.1,6104,"013CAMPBELLCLIM50529VUE-500002132"
"2022-08-24 00:00:00",56,11.95,0.051,47.21,0.147775,0.462,145.2,0,3.54,"2022-08-23 13:53:00",21.05,24.8,"2022-08-23 15:17:00",17.7,"2022-08-23 23:49:00",21.09169,995.6,"2022-08-23 22:40:00",993.9,"2022-08-23 15:27:00",96.9,67.9,25.3,17.5,-0.4,"2022-08-23 13:54:00",-1,"2022-08-23 13:35:00",0.7,"2022-08-23 13:56:00",0.1,55.23,2074,"013CAMPBELLCLIM50529VUE-500002132"
